nama,alamat,kecamatan,type,latitude,longitude,tahun,source_file,kecamatan_kepadatan,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²)
CUS RESTO,JL. CIBOGO TENGAH NO.47C,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DOMINO'S PIZZA,JL. SURYA SUMANTRI NO.97,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GION IZAKAYA,JL. DR. DJUNJUNAN NO.588,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
EAT GOOD,JL. LEMAHNENDEUT NO.8,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
LOFT CAFE AT KPGA GOLF DRIVING,JL. DR. DJUNJUNAN,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
ALIONG 88 (CHINESE FOOD),JL. CIBOGO NO.49,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MRS KAREE,JL. SURYA SUMANTRI NO.57,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KEBAB YANMU,SUKAJADI SUKAGALIH,Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,Sukajadi,103066.0,5.28,19520.08
MUNCHIES BURRITO,JL. CIPEDES TENGAH NO.151,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KANA CAFE BANDUNG,"KOMPLEK SETRASARI PLAZA II, BLOK B8/B9",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
TOP CHICK FRIED CHICKEN,JL. BABAKAN JERUK 1 NO.77,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RR CHINESE FOOD HALAL,JL. TERUSAN BABAKAN JERUK 1 NO.7A,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CONTINENTAL RESTO,JL. TERUSAN BABAKAN JERUK IV NO.38,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KLUB HIDUP SEHAT (CMC BANDUNG),JL. SURYA SUMANTRI NO.118,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MAKAN PUAS RESTO,JL. DANGDEUR INDAH NO.7,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
"MK, KOREAN RESTAURANT",SETRASARI MALL BLOK B NO. 1-2,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KEDAI RIMBUN RESTAURANT,"JALAN TERUSAN SETRARIA-TERUSAN SETRAWANGI RAYA @V HOTEL &
  RESIDENCE LT.2 BANDUNG",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GOLDSTAR 360,JL. DANGDEUR INDAH NO.2B,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MAKAN MAKAN RICE BOWL,"MASUK MB FUTSAL, KE BANGUNAN GENTENG MERAH. MAKAN MAKAN RICE
  BOWL, JL. CIPEDES TENGAH NO.143",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CINDY'S CANTEEN,JL. BABAKAN JERUK 1 NO.109,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
ROZELLE DESSERT,SETRASARI PLAZA II BLOK B NO 8,Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,Sukajadi,103066.0,5.28,19520.08
MASTER DIMSUM,"4H68+5P7, JL. TERUSAN SUTAMI VI",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RESTO ANIS FOOD,"JL. CIBARENGKOK NO.221/182C, RT.1/RW.10",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SAHABAT,JL. CIBARENGKOK,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KIMBAP BANDUNG,JL. SUKAGALIH NO.123,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MEATY SOUP,"JL. BABAKAN JERUK I (BLKG FUTSAL 76) KEL. SUKAGALIH KEC.
  SUKAJADI",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RESTORAN THE VOLCANO,"SETRASARI MALL, JL. SURYA SUMANTRI NO.60 BLOK C3",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
TORA TORI,JL. SURYA SUMANTRI NO.54,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
HOKBEN - SURYA SUMANTRI,JL. SURYA SUMANTRI NO.74,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CAFELEDBAR,JL. SURYA SUMANTRI NO.112B,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DISKUS CAFE & BITES,JL. TERUSAN BABAKAN JERUK 1 NO.109A 2ND FLOOR,Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,Sukajadi,103066.0,5.28,19520.08
WARUNG NASI SINGAPORE CHICKEN,JL. BABAKAN JERUK 1 NO.6,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
LAMAMA ASIAN CAFE AND BAKERY,"SETRASARI PLAZA II, BLK. B16-B18",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SEÚL KOREAN BISTRO,Á-LÔ BUILDING (3RD FLOOR) SETRASARI PLAZA II BLOK B 5-7,Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,Sukajadi,103066.0,5.28,19520.08
CHARADA KOREAN GRILL,"SETRASARI MALL, B1, RW.3",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DAPUR SARJANA (WARUNG SARJANA),"PASTER, JL. SUKAMULYA INDAH 3",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SETRASARI PLAZA,JL. SURYA SUMANTRI NO.44,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KAME KITCHEN,"KAME BAKEHOUSE LT2, SETRASARI PLAZA, BLOK B3.88",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MAGENTA CAFE BANDUNG,JL. DR. DJUNJUNAN NO.96,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
ZONA MERAH (ZOMER) SUKAJADI,JL. SUKAJADI NO.57,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KOREAN HOUSE BANDUNG,JL. SUKAJADI NO.175,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CHEER DIMSUM,JL. SUKAGALIH NO.123,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KOFTA KEBAB & SHAWARMA,JL. SUKAJADI NO.5,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
ORICREPES.ID,JL. HAJI YASIN NO.4B,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
QAYYUM,JL. SUKAMUKTI NO.2,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
TOKO MEUBEL,"4H3W+RWC, JALAN",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SEWA GRILL BANDUNG,JL. GARUNGGANG KULON NO.10,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
IBUN ISUK,JL. PASIR KALIKI NO.229,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
FRIED CHICKEN,"4H3V+W23, JL. HAJI YASIN",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SAYAP GORENG ISI,GG. MANDALIKA NO.78,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
D'WINGS WINGS (HOME FOOD),"4H4V+2V7, GG. SUKABAKTI I, RT.10/RW.06",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
"KEDAI MEDINA, DIMSUM & BURGER",JL. SUKABUNGAH NO.12,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
REPUBLIC KEBAB PREMIUM,JL. SUKAGALIH NO.23,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RESTORAN,"4H2W+2H6, JL. DR. DJUNJUNAN",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KOZIKAYA IZAKAYA,JL. PROF. EYCKMAN NO.15,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SEDERHANA RESTAURANT SETIABUDI BANDUNG,JL. DR. SETIABUDI NO.55,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DURIAN GORENG KURAYU,JALAN SUKAJADI NO.8A SUKABUNGAH,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PASADENA STEAK BANDUNG,JL. SUKAMAJU NO.33,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SUCRÉ PÂTISSIER AND CHOCOLATIER - SETIABUDI,JL. DR. SETIABUDI NO.51,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PIZZA-PIZA BY FACS.CO,JL. JURANG NO.66,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RAMEN NAKOEST!,GG. BUDHI SETIA,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DE.ROOM EATERY,JL. SUKAJADI NO.228,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNG SEAFOOD 42A,"JL. JURANG NO.42A 5, RT.5/RW.7",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PEACH OF CAKE,JL. KARANGSARI NO.15A,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
THE DELI BAKES CAFE (EYCKMAN),JL. PROF. EYCKMAN NO.26,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DCREPES PARIS VAN JAVA,"PARIS VAN JAVA, JL. SUKAJADI NO.137 - 139",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
IGA BAKAR SI JANGKUNG,JL. CIPAGANTI NO.75G,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PHO NGON,"RESORT LEVEL C15, PARIS VAN JAVA, JL. SUKAJADI NO.15",Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,Sukajadi,103066.0,5.28,19520.08
"KARNEVOR.ID SUKAJADI BANDUNG ( BBQ GRILL SUKI HOME SERVICE
  CATERING BDG )",SUKAJADI SUKABUNGAH,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BANABEE FOODCOURT,JL. SUKAJADI NO.5,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
QUALI DJADOEL NASI GORENG DAN CHINESE FOOD HALAL,JL. SUKAJADI NO.18G,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MODE KITCHEN BANDUNG,JL. DR. SETIABUDI NO.41,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SWATT LASAGNA - CLASSIC TASTE,JL. JURANG NO.103,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
TOPPIE BURGER - JURANG,JL. JURANG NO.103,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
TURKISH RESTO,JL. SUKAMAJU NO.19,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BUKHARY UZBEK RESTO,JL. SUKAMAJU NO.21,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
TOKORO,JL. KARANGSARI NO.15A,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
"HI, BREW!",JL. BOSCHA NO.43,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CHICKEN QUEEN,"KODE POS 40161, JL.BOSCHA.4 (SEBRANG KANTOR AJENDAM ),KEC,
  SEBRANG AJENDAM, JL. SUKAJADI JL. PASTEUR",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CHICKEN DIMAS,"NO 40, JL. PROF. EYCKMAN NO.40",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BURGER BURDER,JL. BOSCHA NO.24,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
HONOLULU POKE BOWL,JL. SUKAJADI NO.158,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GOODFOOD INC.,GG. BUDHI SETIA NO.345/182,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
REUNION GRILL & RESTO,JL. DR. SETIABUDI NO.45,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SHELL A KULINER,JL. SUKAJADI NO.126,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BIRU - SPEAKEASY BAR,JL. SUKAMAJU NO.8,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
HI BANDUNG,"HOTEL BELVIU LG LEVEL, JL. DR. SETIABUDI NO.35",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CIRCOLO RESTAURANT & BAR,JL. SUKAJADI NO.198,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DE BALE RESTAURANT,JL. SUKAJADI NO.148-150,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DHEFIN CATERING,JL. DAMAR NO.398,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
EIGHTEEN COFFEE BANDUNG,JL. CEMARA NO.46,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CAFE MIDAN,JL. SUKAMAJU,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
ROTI BAKAR HENDI DIDI,JL. PROF. EYCKMAN NO.38,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WHEELS COFFEE ROASTERS,JL. PROF. EYCKMAN NO.32,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
COFFEE AFFAIR,JL. SUKAJADI NO.186A,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DE SANIRASA,"JL. LAMPING NO.18, RT.001/RW.005",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
AH MEI CAFE RUMAH MODE,JL. DR. SETIABUDI NO.41,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
TREMBESI CATERING,JL. SUKAJADI NO.148-150,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SENUSA RESTO,JL. KARANGSARI NO.16,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
TAPAS DE ESPANA,"4H9X+W95, JL. DR. SETIABUDI",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RAMENS,JL. DR. SETIABUDI NO.35,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
FAST FOOD RESTAURANT,JL. SIRNAGALIH NO.6,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
TOBAYUM CIPEDES,"GG. PAK ELAS NO.6 NO 231, RT.04/RW.08",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
TIGA TAWON PVJ BANDUNG,"DEKAT TRANSMART, PARIS VAN JAVA MALL (DI, JL. SUKAJADI NO.810
  LANTAI BAWAH",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MAS YONO FRIED RICE,"JL. BUNGUR NO.41, GEGERKALONG, KEC. SUKAJADI, KOTA BANDUNG,
  JAWA BARAT 40153",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PAPAYA FRESH GALLERY BANDUNG,JL. SUKAASIH NO.1,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WITH MEAT,JL. JURANG GG. MAMA PURA NO.683A,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
HEJO EATERY EYCKMAN - VEGAN & PLANT-BASED COMFORT FOOD,JL. PROF. EYCKMAN NO.26,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SPICE AFFAIR BANDUNG INDIAN FUSION CUISINE,JL. SUKAJADI NO.186,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SAKA BISTRO & BAR,JL. KARANGSARI NO.2,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
"KAKKOII ALL YOU CAN EAT JAPANESE BBQ & SHABU - SHABU,
  BANDUNG",JL. KARANGSARI NO.14,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SHINGEN IZAKAYA,JL. DR. SETIABUDI NO.45 LANTAI 3,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SHABURI & KINTAN BUFFET,"MALL PVJ RL, JL. SUKAJADI NO.136",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MAYFAIR,JL. SUKAJADI NO.228,Kecamatan Sukasari,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
TJENDANA KITCHEN,JL. SUKAJADI NO.180,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
HI HIDDEN CLUB,JL. DR. SETIABUDI NO.35,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
QUA - LI,"PARIS VAN JAVA, PARIS VAN JAVA LANTAI LG UNIT CL 02, JL.
  SUKAJADI NO.137-139, CIPEDES",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PIZZA E BIRRA,"PARIS VAN JAVA, JL. SUKAJADI NO.131 — 139 RL",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNG MASBOY,"4H7V+2JG, JL. KARANG TINEUNG INDAH DALAM",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
TOUS LES JOURS,"PARIS VAN JAVA, LT.P5 CGV, JL. SUKAJADI NO.137",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KIRO RAMEN,JL. KARANG TINGGAL NO.24,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RAMEN1 PVJ BANDUNG,"PARIS VAN JAVA, JL. SUKAJADI",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
ITADAKIMASU BANDUNG,"MALL, LT. RL, JL. SUKAJADI NO.131-139",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SAHABAT RICEBOX,"JL. KARANG TINEUNG INDAH DALAM NO.80B, RT.05/RW.05",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNG SATE IBU HONIMAH,"MASJID SAIFULLAH/PARKIRAN MOTOR, JL. KARANG TINGGAL NO.SAMPING",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SATE KARMEL,"PARIS VAN JAVA, JL. SUKAJADI",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BISOU PATISSERIE,"RESORT GLAMOUR LEVEL GL, PARIS VAN JAVA, JL. SUKAJADI
  NO.131-139 B-06D",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
COCONUT DELIGHTS,JL. SUKAJADI NO.131-139,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
FIRST LOVE PATISSERIE PARIS VAN JAVA,"PARIS VAN JAVA, LANTAI GL, DEPAN GRAMEDIA (SEBELAH BOOST &
  GAMCHI, JL. SUKAJADI NO.131-139 LT.G",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CATS AND ICE CREAM PVJ,"PARIS VAN JAVA, PARIS VAN JAVA JL. SUKAJADI NO. 131-139 , SKY
  LEVEL, SL-1-20",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SUPPLIER DIMSUM INMONS BANDUNG,JL. KARANG TINGGAL NO.27,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNG YUMIE,"4H5R+FH5, GG. ARBIAN",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
FACHOCO MACARON PVJ MALL,PARIS VAN JAVA,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GULA MERAH,"MALL, PARIS VAN JAVA, JL. SUKAJADI NO.131-139 LT.RL",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KLIK CHICKEN,"4H5W+FF6, JL. SUKARESIK",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
L.A CHICKEN,"GG. H. DURAHMAN JL. KARANG TINGGAL DALAM NO.7, RT.8/RW.11",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KIARRA FRIED CHICKEN,"KARANG TINEUNG, JL. KARANG TINEUNG NO.DALAM, RT.03 RW03/RW.03",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
FONDUE,"PARIS VAN JAVA, JL. SUKAJADI NO.131-139",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CHIA-YO,"PARIS VAN JAVA, JALAN SUKAJADI NO.131-139, PARIS VAN JAVA
  MALL, LANTAI RL 10, CIPEDES, SUKAJADI",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
FRUITY HEALTHY AND DELICIOUS DRINK PVJ,"PARIS VAN JAVA, JALAN SUKAJADI NO.131-139, PARIS VAN JAVA,
  LANTAI CL",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
FOOD BANDUNG,"GG. PAK ELAS NO.7 NO 112, RT.07/RW.08",Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MO-GURI KOREAN CORNDOG,"PARIS VAN JAVA, LT.P5 CGV, JL. SUKAJADI NO.137",Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,Sukajadi,103066.0,5.28,19520.08
TASTE INDONESIAN CULINARY HERITAGE,"PARIS VAN JAVA, GF , JL. SUKAJADI NO. 137-138 , CIPEDES ,
  40162 BANDUNG , SUKAJADI , JAWA BARAT",Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,Sukajadi,103066.0,5.28,19520.08
"KABOBS - PREMIUM KEBAB, PARIS VAN JAVA LT. CL",JL. SUKAJADI NO.131-139,Kecamatan Sukajadi,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
